"Sample","Num","Lett","Date","Time","Date.Time","C_ppm","Flush","Notes","Day","moles_C_P","mass_C_P","time_diff","mass_diff","rem_moles_C","rem_mass_C","adj_mass_diff","flux","time_hours","C_resp","C_resp_cum","time"
"8B","8","B",0011-07-20,"4:15 PM",2022-11-07 16:15:00,5315,3,NA,NA,9.19170555091848e-05,1.10401575372082,8.55,0.826921301140655,6.39022669982815e-06,0.0767530128916359,0.846185368722488,0.0989690489733904,73.9166666666667,13.0441943233144,26.8844455481864,4.36458333333333
"8C","8","C",0011-07-20,"4:15 PM",2022-11-07 16:15:00,5948,3,NA,NA,0.00010286409147105,1.23550060265878,8.55,0.921640244451415,7.15128286182085e-06,0.0858940584533303,0.943460338991258,0.11034623847851,73.9166666666667,13.3126036474634,26.7141402085434,4.36458333333333
"9A","9","A",0011-07-20,"4:15 PM",2022-11-07 16:15:00,4670,3,NA,NA,8.07624927992273e-05,0.970038301011519,8.55,0.726178565382499,5.61474293286876e-06,0.0674386773666867,0.743132100120934,0.0869160351018636,73.9166666666667,7.17836777620389,13.3160939437457,4.34375
"9B","9","B",0011-07-20,"4:15 PM",2022-11-07 16:15:00,4683,3,NA,NA,8.09873134429939e-05,0.972738621763799,8.55,0.715584999354322,5.63037283824934e-06,0.0676264081602128,0.733462747230116,0.0857851166351013,73.9166666666667,7.25025525107734,13.1466484768697,4.34375
"9C","9","C",0011-07-20,"4:15 PM",2022-11-07 16:15:00,4711,3,NA,NA,8.14715425218758e-05,0.97855469723025,8.55,0.712053810678263,5.66403724983827e-06,0.0680307514078075,0.730581395916263,0.0854481164814343,73.9166666666667,7.37357131499164,13.4898227857698,4.34375
"1A","1","A",0011-08-20,"3:45 PM",2022-11-08 15:45:00,8116,4,NA,NA,0.000140357257293047,1.68583101734679,6.33333333333333,1.54333716841875,9.75787015913552e-06,0.117201778481377,1.55324357798482,0.245248985997603,23.5,6.74172958966604,63.3777311593983,5.34375
"1B","1","B",0011-08-20,"3:45 PM",2022-11-08 15:45:00,8192,4,NA,NA,0.000141671593364298,1.70161750789858,6.33333333333333,1.54063684766647,9.8492449905912e-06,0.118299281581991,1.55182849112668,0.245025551230528,23.5,6.66666851136536,62.041051514097,5.34375
"1C","1","C",0011-08-20,"3:45 PM",2022-11-08 15:45:00,7753,4,NA,NA,0.000134079573163257,1.61042975326388,6.33333333333333,1.46627416848829,9.32143510889326e-06,0.111959757092917,1.47629610469653,0.233099384952084,23.5,6.35229477777393,59.6026752395643,5.34375
"2A","2","A",0011-08-20,"3:45 PM",2022-11-08 15:45:00,7981,4,NA,NA,0.000138022581377009,1.65778922491926,6.33333333333333,1.48766901752559,9.5955596032603e-06,0.115252266394759,1.49949605751773,0.236762535397536,23.5,6.50067263021642,62.2738582632771,5.34375
"2B","2","B",0011-08-20,"3:45 PM",2022-11-08 15:45:00,7623,4,NA,NA,0.000131831366725591,1.58342654574107,6.33333333333333,1.43927096096549,9.16513605508749e-06,0.110082449157656,1.44929289717372,0.228835720606377,23.5,6.14798736219639,60.5480433041485,5.34375
"2C","2","C",0011-08-20,"3:45 PM",2022-11-08 15:45:00,7597,4,NA,NA,0.000131381725438058,1.57802590423651,6.33333333333333,1.42182273456613,9.13387624432633e-06,0.109706987570604,1.43268223893011,0.226212985094228,23.5,6.12634386601671,61.1327482489049,5.34375
"3A","3","A",0011-08-20,"3:45 PM",2022-11-08 15:45:00,10041,4,NA,NA,0.000173648006466176,2.08568620566524,6.33333333333333,1.71179563996487,1.20722984558748e-05,0.145000376753512,1.7377891344531,0.274387758071542,23.5,7.16459090937661,60.1337018116722,5.34375
"3B","3","B",0011-08-20,"3:45 PM",2022-11-08 15:45:00,10375,4,NA,NA,0.00017942416762141,2.15506367730075,6.33333333333333,2.01173896044894,1.24738667941142e-05,0.149823614064106,2.0217031333361,0.319216284210963,23.5,8.12775142459298,56.1945816466189,5.34375
"3C","3","C",0011-08-20,"3:45 PM",2022-11-08 15:45:00,9379,4,NA,NA,0.000162199447529754,1.94817756427988,6.01666666666667,1.81980847005608,1.12763755818793e-05,0.135440547113952,1.82873290316371,0.303944526841614,23.5,7.55853012032776,56.8432737979941,5.34375
"4A","4","A",0011-08-20,"3:45 PM",2022-11-08 15:45:00,3006,4,NA,NA,5.19854503971043e-05,0.62439724471962,6.01666666666667,0.457185075059176,3.61411504415492e-06,0.0434091357953448,0.468809943427524,0.0779185501541591,23.5,1.92546033289731,20.5700054722006,5.34375
"4B","4","B",0011-08-20,"3:45 PM",2022-11-08 15:45:00,3049,4,NA,NA,5.27290879111015e-05,0.63332907490024,6.01666666666667,0.46674005618263,3.66581396195222e-06,0.0440300914970081,0.478321602060164,0.0794994352454566,23.5,1.98186622796011,20.0213941207262,5.34375
"4C","4","C",0011-08-20,"3:45 PM",2022-11-08 15:45:00,2923,4,NA,NA,5.0550057056133e-05,0.607156735301214,6.01666666666667,0.449084112802335,3.51432410980201e-06,0.0422105468828319,0.460073584638748,0.0764665237626728,23.5,1.93855805125372,19.4338696305452,5.34375
"5A","5","A",0011-08-20,"3:45 PM",2022-11-08 15:45:00,6640,4,NA,NA,0.000114831467277702,1.37924075347248,6.01666666666667,1.13558873482441,7.9832747482331e-06,0.0958871130010278,1.15252782873257,0.191555871811507,23.5,5.01434921178279,51.7616963197144,5.34375
"5B","5","B",0011-08-20,"3:45 PM",2022-11-08 15:45:00,6726,4,NA,NA,0.000116318742305697,1.39710441383372,6.01666666666667,1.15033664047148,8.08667258382768e-06,0.0971290244043543,1.16749234683371,0.194043049335243,23.5,5.10991940625206,51.9642431668863,5.34375
"5C","5","C",0011-08-20,"3:45 PM",2022-11-08 15:45:00,6983,4,NA,NA,0.000120763273494005,1.4504876779365,6.01666666666667,1.2016427347648,8.39566379019755e-06,0.100840317784063,1.21894284942975,0.202594379406607,23.5,5.39592153295928,53.8415351782038,5.34375
"6A","6","A",0011-08-20,"3:45 PM",2022-11-08 15:45:00,5875,4,NA,NA,0.000101601637086822,1.22033726304982,6.01666666666667,0.978970131192139,7.06351493160685e-06,0.0848398778435298,0.995750375967319,0.165498677446092,23.5,4.23098121653745,36.9032703438906,5.34375
